superkingdom,phylum,class,order,family,genus,species,Species
Archaea,Candidatus Korarchaeota,NA,NA,NA,Candidatus Korarchaeum,Candidatus Korarchaeum cryptofilum,Archaea;Candidatus Korarchaeota;NA;NA;NA;Candidatus Korarchaeum;Candidatus Korarchaeum cryptofilum
Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium graminearum,Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium graminearum
Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum,Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium venenatum
Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Drechmeria,Drechmeria coniospora,Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Drechmeria;Drechmeria coniospora
Eukaryota,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,Pyricularia grisea,Eukaryota;Ascomycota;Sordariomycetes;Magnaporthales;Pyriculariaceae;Pyricularia;Pyricularia grisea
Eukaryota,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,Pyricularia pennisetigena,Eukaryota;Ascomycota;Sordariomycetes;Magnaporthales;Pyriculariaceae;Pyricularia;Pyricularia pennisetigena
Eukaryota,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,Pyricularia oryzae,Eukaryota;Ascomycota;Sordariomycetes;Magnaporthales;Pyriculariaceae;Pyricularia;Pyricularia oryzae
Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thermothielavioides,Thermothielavioides terrestris,Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Thermothielavioides;Thermothielavioides terrestris
Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thermothelomyces,Thermothelomyces thermophilus,Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Thermothelomyces;Thermothelomyces thermophilus
Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Neurospora crassa,Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Neurospora;Neurospora crassa
Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Phaeodactylaceae;Phaeodactylum;Phaeodactylum tricornutum
Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira pseudonana
Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Marasmius oreades,Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Marasmius;Marasmius oreades
Eukaryota,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia solani,Eukaryota;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Rhizoctonia;Rhizoctonia solani
Eukaryota,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia restricta,Eukaryota;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia restricta
Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus gattii VGI,Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;Cryptococcus gattii VGI
Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans,Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;Cryptococcus neoformans
Eukaryota,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Sporisorium,Sporisorium graminicola,Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Sporisorium;Sporisorium graminicola
Eukaryota,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago maydis,Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Ustilago;Ustilago maydis
Eukaryota,Cercozoa,Chlorarachniophyceae,NA,NA,Bigelowiella,Bigelowiella natans,Eukaryota;Cercozoa;Chlorarachniophyceae;NA;NA;Bigelowiella;Bigelowiella natans
Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Parameciidae,Paramecium,Paramecium tetraurelia,Eukaryota;Ciliophora;Oligohymenophorea;Peniculida;Parameciidae;Paramecium;Paramecium tetraurelia
Eukaryota,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Leishmania,Leishmania braziliensis,Eukaryota;Euglenozoa;Kinetoplastea;Trypanosomatida;Trypanosomatidae;Leishmania;Leishmania braziliensis
Eukaryota,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Leishmania,Leishmania donovani,Eukaryota;Euglenozoa;Kinetoplastea;Trypanosomatida;Trypanosomatidae;Leishmania;Leishmania donovani
Eukaryota,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Leishmania,Leishmania major,Eukaryota;Euglenozoa;Kinetoplastea;Trypanosomatida;Trypanosomatidae;Leishmania;Leishmania major
Eukaryota,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Leishmania,Leishmania mexicana,Eukaryota;Euglenozoa;Kinetoplastea;Trypanosomatida;Trypanosomatidae;Leishmania;Leishmania mexicana
Eukaryota,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Leishmania,Leishmania infantum,Eukaryota;Euglenozoa;Kinetoplastea;Trypanosomatida;Trypanosomatidae;Leishmania;Leishmania infantum
Eukaryota,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Leishmania,Leishmania panamensis,Eukaryota;Euglenozoa;Kinetoplastea;Trypanosomatida;Trypanosomatidae;Leishmania;Leishmania panamensis
Eukaryota,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Trypanosoma,Trypanosoma brucei,Eukaryota;Euglenozoa;Kinetoplastea;Trypanosomatida;Trypanosomatidae;Trypanosoma;Trypanosoma brucei
Eukaryota,Evosea,Eumycetozoa,Dictyosteliales,Dictyosteliaceae,Dictyostelium,Dictyostelium discoideum,Eukaryota;Evosea;Eumycetozoa;Dictyosteliales;Dictyosteliaceae;Dictyostelium;Dictyostelium discoideum
Eukaryota,Fornicata,NA,Diplomonadida,Hexamitidae,Giardia,Giardia intestinalis,Eukaryota;Fornicata;NA;Diplomonadida;Hexamitidae;Giardia;Giardia intestinalis
Eukaryota,Microsporidia,NA,NA,Unikaryonidae,Encephalitozoon,Encephalitozoon hellem,Eukaryota;Microsporidia;NA;NA;Unikaryonidae;Encephalitozoon;Encephalitozoon hellem
Eukaryota,Microsporidia,NA,NA,Unikaryonidae,Encephalitozoon,Encephalitozoon romaleae,Eukaryota;Microsporidia;NA;NA;Unikaryonidae;Encephalitozoon;Encephalitozoon romaleae
Eukaryota,Microsporidia,NA,NA,Unikaryonidae,Encephalitozoon,Encephalitozoon intestinalis,Eukaryota;Microsporidia;NA;NA;Unikaryonidae;Encephalitozoon;Encephalitozoon intestinalis
Eukaryota,Microsporidia,NA,NA,Unikaryonidae,Encephalitozoon,Encephalitozoon cuniculi,Eukaryota;Microsporidia;NA;NA;Unikaryonidae;Encephalitozoon;Encephalitozoon cuniculi
Eukaryota,NA,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Cryptomonas paramecium,Eukaryota;NA;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;Cryptomonas paramecium
Eukaryota,NA,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,Hemiselmis,Hemiselmis andersenii,Eukaryota;NA;Cryptophyceae;Cryptomonadales;Hemiselmidaceae;Hemiselmis;Hemiselmis andersenii
Eukaryota,NA,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Guillardia,Guillardia theta,Eukaryota;NA;Cryptophyceae;Pyrenomonadales;Geminigeraceae;Guillardia;Guillardia theta
NA,NA,NA,NA,NA,NA,unidentified plasmid,NA;NA;NA;NA;NA;NA;unidentified plasmid
Viruses,Artverviricota,Revtraviricetes,Blubervirales,Hepadnaviridae,Orthohepadnavirus,Woolly monkey hepatitis B virus,Viruses;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus;Woolly monkey hepatitis B virus
Viruses,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,Banana streak UA virus,Viruses;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Badnavirus;Banana streak UA virus
Viruses,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Solendovirus,Tobacco vein clearing virus,Viruses;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Solendovirus;Tobacco vein clearing virus
Viruses,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,Cacao swollen shoot Ghana N virus,Viruses;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Badnavirus;Cacao swollen shoot Ghana N virus
Viruses,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,Birch leaf roll-associated virus,Viruses;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Badnavirus;Birch leaf roll-associated virus
Viruses,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,Sugarcane bacilliform IM virus,Viruses;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Badnavirus;Sugarcane bacilliform IM virus
Viruses,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Betaretrovirus,Mouse mammary tumor virus,Viruses;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Betaretrovirus;Mouse mammary tumor virus
Viruses,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Gammaretrovirus,Murine leukemia virus,Viruses;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Gammaretrovirus;Murine leukemia virus
Viruses,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Gammaretrovirus,RD114 retrovirus,Viruses;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Gammaretrovirus;RD114 retrovirus
Viruses,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Alpharetrovirus,Avian leukosis virus,Viruses;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Alpharetrovirus;Avian leukosis virus
Viruses,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,NA,Citrus endogenous pararetrovirus,Viruses;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;NA;Citrus endogenous pararetrovirus
Viruses,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Gammaretrovirus,Baboon endogenous virus,Viruses;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Gammaretrovirus;Baboon endogenous virus
Viruses,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,NA,Atlantic salmon swim bladder sarcoma virus,Viruses;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;NA;Atlantic salmon swim bladder sarcoma virus
Viruses,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Gammaretrovirus,Porcine type-C oncovirus,Viruses;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Gammaretrovirus;Porcine type-C oncovirus
Viruses,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Gammaretrovirus,Mus musculus mobilized endogenous polytropic provirus,Viruses;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Gammaretrovirus;Mus musculus mobilized endogenous polytropic provirus
Viruses,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Epsilonretrovirus,Walleye epidermal hyperplasia virus 2,Viruses;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Epsilonretrovirus;Walleye epidermal hyperplasia virus 2
Viruses,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,NA,Avian endogenous retrovirus EAV-HP,Viruses;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;NA;Avian endogenous retrovirus EAV-HP
Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Human polyomavirus 10,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Deltapolyomavirus;Human polyomavirus 10
Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Cebus albifrons polyomavirus 1,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Betapolyomavirus;Cebus albifrons polyomavirus 1
Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Cercopithecus erythrotis polyomavirus 1,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Betapolyomavirus;Cercopithecus erythrotis polyomavirus 1
Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,NA,Pan troglodytes troglodytes polyomavirus 1,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;NA;Pan troglodytes troglodytes polyomavirus 1
Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Alphapolyomavirus,Piliocolobus badius polyomavirus 1,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Alphapolyomavirus;Piliocolobus badius polyomavirus 1
Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Alphapolyomavirus,Artibeus planirostris polyomavirus 3,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Alphapolyomavirus;Artibeus planirostris polyomavirus 3
Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Alphapolyomavirus,Gorilla gorilla polyomavirus 1,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Alphapolyomavirus;Gorilla gorilla polyomavirus 1
Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Alphapolyomavirus,Human polyomavirus 5,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Alphapolyomavirus;Human polyomavirus 5
Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Alphapolyomavirus,Mus musculus polyomavirus 1,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Alphapolyomavirus;Mus musculus polyomavirus 1
Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Human polyomavirus 11,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Deltapolyomavirus;Human polyomavirus 11
